,Date,Close,Open,High,Low,Close,Volume
65,2013-12-22 21:00:00-03:00,595.06,674.39,574.0123,613.58,13473.418,0.0
66,2013-12-23 21:00:00-03:00,612.66,669.0,608.01,654.76,8483.697,0.0
67,2013-12-24 21:00:00-03:00,654.76,670.0,627.0,651.84,6801.1377,0.0
68,2013-12-25 21:00:00-03:00,653.57,681.0,635.0,679.5,3823.4263,0.0
69,2013-12-26 21:00:00-03:00,680.78,764.0,677.0,757.3889,18071.695,0.0
70,2013-12-27 21:00:00-03:00,748.48,763.0,704.0123,720.61,11256.933,0.0
71,2013-12-28 21:00:00-03:00,724.75,740.01,690.0,712.2,9400.642,0.0
72,2013-12-29 21:00:00-03:00,715.01,732.0,700.0123,728.3,5806.848,0.0
73,2013-12-30 21:00:00-03:00,726.82,740.62616,724.73,736.5,4233.3003,0.0
74,2013-12-31 21:00:00-03:00,735.5,740.0,710.02,729.99,8417.539,0.0
75,2014-01-01 21:00:00-03:00,730.24,757.0,730.24,754.22,5855.74,0.0
76,2014-01-02 21:00:00-03:00,751.88,800.0,742.52,784.34,8795.014,0.0
77,2014-01-03 21:00:00-03:00,784.11,818.99,768.0,807.0,9088.946,0.0
78,2014-01-04 21:00:00-03:00,808.5,830.4,791.04,829.0,10616.188,0.0
79,2014-01-05 21:00:00-03:00,829.97,939.8,825.0,905.36,19039.244,0.0
80,2014-01-06 21:00:00-03:00,905.0,995.0,875.181,918.8,20965.064,0.0
81,2014-01-07 21:00:00-03:00,915.7,943.15,781.0,781.0,24942.445,0.0
82,2014-01-08 21:00:00-03:00,785.01,849.0,765.0,824.89,20052.064,0.0
83,2014-01-09 21:00:00-03:00,824.89,846.35,779.99,826.2,15845.194,0.0
84,2014-01-10 21:00:00-03:00,825.5,860.64,799.98,853.02,7936.307,0.0
85,2014-01-11 21:00:00-03:00,850.0,915.0,848.0,896.34,10531.7295,0.0
86,2014-01-12 21:00:00-03:00,898.5,906.0,824.4514,842.68,10289.089,0.0
87,2014-01-13 21:00:00-03:00,842.0,844.68,784.0,824.5,14272.099,0.0
88,2014-01-14 21:00:00-03:00,823.17,836.99,802.3,816.0,4809.5093,0.0
89,2014-01-15 21:00:00-03:00,816.0,850.25,811.25,842.111,7253.689,0.0
90,2014-01-16 21:00:00-03:00,842.101,847.68,812.48,812.48,3690.3909,0.0
91,2014-01-17 21:00:00-03:00,812.48,820.22,765.03,797.68,11525.668,0.0
92,2014-01-18 21:00:00-03:00,798.99,820.0,794.93,811.22,3769.016,0.0
93,2014-01-19 21:00:00-03:00,811.2,842.0,794.41,841.11,6663.2085,0.0
94,2014-01-20 21:00:00-03:00,842.07,844.99,815.01,827.11,5485.9546,0.0
95,2014-01-21 21:00:00-03:00,826.02,834.17,813.6,824.34,2892.5923,0.0
96,2014-01-22 21:00:00-03:00,824.89,826.5,803.1,818.0,2966.01,0.0
97,2014-01-23 21:00:00-03:00,817.99,823.0,802.52,811.01,2838.978,0.0
98,2014-01-24 21:00:00-03:00,811.01,812.7689,767.23,778.0,10991.281,0.0
99,2014-01-25 21:00:00-03:00,778.13,817.0,774.38,805.4,4618.742,0.0
100,2014-01-26 21:00:00-03:00,806.81,836.7318,794.64,815.0,7877.2344,0.0
101,2014-01-27 21:00:00-03:00,815.0,824.9999,726.5,750.0,15630.869,0.0
102,2014-01-28 21:00:00-03:00,748.123,814.5,741.214,784.1563,13619.683,0.0
103,2014-01-29 21:00:00-03:00,787.0,805.0,781.4417,791.56,3865.9995,0.0
104,2014-01-30 21:00:00-03:00,792.69,812.6549,770.0,801.5,8181.709,0.0
105,2014-01-31 21:00:00-03:00,799.5,809.6746,793.0,803.5,3911.6301,0.0
106,2014-02-01 21:00:00-03:00,803.58,829.0,801.0,812.5211,4537.3745,0.0
107,2014-02-02 21:00:00-03:00,815.52,827.2,811.0,814.222,3149.537,0.0
108,2014-02-03 21:00:00-03:00,814.222,815.2,798.5,806.01,3446.695,0.0
109,2014-02-04 21:00:00-03:00,806.01,814.4,795.2,802.69,3363.6333,0.0
110,2014-02-05 21:00:00-03:00,800.0,807.48,777.85,778.03,5215.2803,0.0
111,2014-02-06 21:00:00-03:00,782.0,829.0,678.03,763.11,21114.52,0.0
112,2014-02-07 21:00:00-03:00,763.99,764.0,620.0,702.0,42788.426,0.0
113,2014-02-08 21:00:00-03:00,702.0,723.97,667.0,680.49,11122.257,0.0
114,2014-02-09 21:00:00-03:00,680.49,728.89935,666.53,689.0,12068.699,0.0
115,2014-02-10 21:00:00-03:00,686.11,703.0,100.0,686.8313,41976.668,0.0
116,2014-02-11 21:00:00-03:00,686.0,721.35,631.2,674.5,39535.07,0.0
117,2014-02-12 21:00:00-03:00,674.5,684.9,642.0,652.05,12849.019,0.0
118,2014-02-13 21:00:00-03:00,652.01,658.9899,603.43,605.5,17145.879,0.0
119,2014-02-14 21:00:00-03:00,605.6,710.0,535.0,668.0,53681.715,0.0
120,2014-02-15 21:00:00-03:00,668.51,670.99,633.3,651.92,10825.113,0.0
121,2014-02-16 21:00:00-03:00,654.78,670.9999,585.0,621.0,16745.732,0.0
122,2014-02-17 21:00:00-03:00,622.19,664.0,611.0,630.0,15689.952,0.0
123,2014-02-18 21:00:00-03:00,630.0,651.3,611.305,627.95,8466.246,0.0
124,2014-02-19 21:00:00-03:00,627.95,636.85,617.89,621.75,4709.1206,0.0
125,2014-02-20 21:00:00-03:00,624.0,629.0,561.0,561.2,25273.828,0.0
126,2014-02-21 21:00:00-03:00,561.4,588.4897,530.0,580.0,28461.846,0.0
127,2014-02-22 21:00:00-03:00,580.99,619.0,562.0,608.7,14729.975,0.0
128,2014-02-23 21:00:00-03:00,610.26,644.93,601.0,607.15173,15800.309,0.0
129,2014-02-24 21:00:00-03:00,606.1111,614.89,531.1,535.9999,34116.36,0.0
130,2014-02-25 21:00:00-03:00,533.01,549.0,400.0,534.6,94547.1,0.0
131,2014-02-26 21:00:00-03:00,534.69,609.0,526.7501,584.0,37713.73,0.0
132,2014-02-27 21:00:00-03:00,586.49,601.2,568.75,583.89,12035.796,0.0
133,2014-02-28 21:00:00-03:00,582.01,591.18,545.0,554.25,15293.343,0.0
134,2014-03-01 21:00:00-03:00,552.26,577.25,540.2044,568.75,8617.722,0.0
135,2014-03-02 21:00:00-03:00,566.5,572.24,555.161,565.3719,3126.2185,0.0
136,2014-03-03 21:00:00-03:00,566.0,719.25,563.0,680.98,50919.543,0.0
137,2014-03-04 21:00:00-03:00,680.98,703.85,658.5,672.0,25025.607,0.0
138,2014-03-05 21:00:00-03:00,672.6,678.9999,651.21,669.61,8381.318,0.0
139,2014-03-06 21:00:00-03:00,669.61,676.43,648.7,668.0,7057.99,0.0
140,2014-03-07 21:00:00-03:00,667.0,669.0,616.23,631.01,17234.695,0.0
141,2014-03-08 21:00:00-03:00,633.0,639.999,600.6,616.8001,10971.4375,0.0
142,2014-03-09 21:00:00-03:00,616.9,654.999,610.25,638.5,8290.108,0.0
143,2014-03-10 21:00:00-03:00,638.52,648.3,606.0,626.9801,11575.115,0.0
144,2014-03-11 21:00:00-03:00,626.9801,641.9999,615.31,634.01,3634.5203,0.0
145,2014-03-12 21:00:00-03:00,634.01,654.0,631.0,636.2296,7289.0894,0.0
146,2014-03-13 21:00:00-03:00,636.10236,648.0,634.5001,644.18,3312.9607,0.0
147,2014-03-14 21:00:00-03:00,643.1,645.0,623.5,627.98,5526.4355,0.0
148,2014-03-15 21:00:00-03:00,628.89,639.8899,626.3,635.45,1735.6294,0.0
149,2014-03-16 21:00:00-03:00,635.45,638.0,628.5801,633.0,1902.5712,0.0
150,2014-03-17 21:00:00-03:00,632.0,632.5,619.2,623.8,3761.8438,0.0
151,2014-03-18 21:00:00-03:00,623.8,623.8,600.0,615.5999,7736.268,0.0
152,2014-03-19 21:00:00-03:00,615.5999,622.2,605.9841,609.0,3436.668,0.0
153,2014-03-20 21:00:00-03:00,608.9841,609.0,584.0,586.5551,8100.0605,0.0
154,2014-03-21 21:00:00-03:00,588.8294,605.96,555.5,570.9999,19202.285,0.0
155,2014-03-22 21:00:00-03:00,570.9798,574.24,550.09,563.0,6731.316,0.0
156,2014-03-23 21:00:00-03:00,563.0,571.0,555.0,558.0,4833.223,0.0
157,2014-03-24 21:00:00-03:00,557.8884,590.0,550.5,585.6587,9275.288,0.0
158,2014-03-25 21:00:00-03:00,584.9899,586.0,568.55,583.9899,4902.034,0.0
159,2014-03-26 21:00:00-03:00,583.89,593.25,566.51,576.6,7649.231,0.0
160,2014-03-27 21:00:00-03:00,577.9999,579.4799,465.0,474.0,41023.55,0.0
161,2014-03-28 21:00:00-03:00,475.0,533.36,470.0,502.25,35985.215,0.0
162,2014-03-29 21:00:00-03:00,503.2499,507.99,485.45,492.4398,4635.167,0.0
163,2014-03-30 21:00:00-03:00,490.01,491.9999,436.2,460.9999,26147.125,0.0
164,2014-03-31 21:00:00-03:00,460.6,488.0,436.1,456.9899,22069.338,0.0
165,2014-04-01 21:00:00-03:00,456.3,513.9,453.4,479.9181,19999.309,0.0
166,2014-04-02 21:00:00-03:00,477.53,496.2,431.2,437.2203,29119.105,0.0
167,2014-04-03 21:00:00-03:00,436.5301,463.0,415.46,447.9999,24590.406,0.0
168,2014-04-04 21:00:00-03:00,447.1161,458.5899,430.2,447.0211,10562.857,0.0
169,2014-04-05 21:00:00-03:00,448.001,464.5,444.395,463.99,4573.7573,0.0
170,2014-04-06 21:00:00-03:00,463.5,465.9998,450.0,458.78,2952.4065,0.0
171,2014-04-07 21:00:00-03:00,458.6,461.0,445.05,446.58,6147.476,0.0
172,2014-04-08 21:00:00-03:00,445.222,458.8,445.01,452.3849,4860.8457,0.0
173,2014-04-09 21:00:00-03:00,452.3849,455.1359,440.0536,442.45,4167.091,0.0
174,2014-04-10 21:00:00-03:00,442.4499,442.8689,357.0,364.2,45002.97,0.0
175,2014-04-11 21:00:00-03:00,364.0499,433.6,340.0,421.0,38709.785,0.0
176,2014-04-12 21:00:00-03:00,421.999,441.0,413.0741,423.3,10732.241,0.0
177,2014-04-13 21:00:00-03:00,422.2001,428.2,400.0,418.0,10265.684,0.0
178,2014-04-14 21:00:00-03:00,417.6,478.0,406.4,460.0,29763.398,0.0
179,2014-04-15 21:00:00-03:00,460.0,526.995,452.0,519.0,24214.574,0.0
180,2014-04-16 21:00:00-03:00,519.11,547.0,495.0,531.25,29218.852,0.0
181,2014-04-17 21:00:00-03:00,531.25,535.7499,486.1,498.1,18285.63,0.0
182,2014-04-18 21:00:00-03:00,499.0,503.9999,474.25,480.044,9730.475,0.0
183,2014-04-19 21:00:00-03:00,480.044,513.9899,473.83,505.0,9063.489,0.0
184,2014-04-20 21:00:00-03:00,505.0,517.995,492.2,500.9501,4760.8286,0.0
185,2014-04-21 21:00:00-03:00,501.3551,515.646,485.0,495.39,8179.3335,0.0
186,2014-04-22 21:00:00-03:00,499.25,506.0,488.0,489.2503,3570.3464,0.0
187,2014-04-23 21:00:00-03:00,491.7,496.0,482.88,491.78,4187.1733,0.0
188,2014-04-24 21:00:00-03:00,492.08,504.96,480.16,503.7,5017.1445,0.0
189,2014-04-25 21:00:00-03:00,503.7,504.96,441.3,464.33566,30667.922,0.0
190,2014-04-26 21:00:00-03:00,464.33566,469.19,449.8001,460.0,7835.6777,0.0
191,2014-04-27 21:00:00-03:00,459.01,465.6,427.55,429.99,7849.4795,0.0
192,2014-04-28 21:00:00-03:00,429.99,450.0,423.11,441.39,15283.034,0.0
193,2014-04-29 21:00:00-03:00,441.39,454.0,434.0,446.53,7573.2007,0.0
194,2014-04-30 21:00:00-03:00,446.53,453.9899,432.0,449.0201,7046.9497,0.0
195,2014-05-01 21:00:00-03:00,449.0201,463.53,448.82,459.4102,5144.9233,0.0
196,2014-05-02 21:00:00-03:00,461.11993,461.11993,443.0,452.0,3751.5884,0.0
197,2014-05-03 21:00:00-03:00,451.99,451.9999,430.0,439.7398,7602.43,0.0
198,2014-05-04 21:00:00-03:00,439.7297,441.4999,429.0,435.0413,4220.9155,0.0
199,2014-05-05 21:00:00-03:00,438.588,444.4,425.5999,432.389,5435.543,0.0
200,2014-05-06 21:00:00-03:00,431.6,435.39,419.4,429.7,6965.0312,0.0
201,2014-05-07 21:00:00-03:00,430.0,453.6,424.2487,440.43,11189.817,0.0
202,2014-05-08 21:00:00-03:00,440.0,450.59,437.69,438.5,3456.9211,0.0
203,2014-05-09 21:00:00-03:00,438.2,456.6,438.2,454.0,3062.8906,0.0
204,2014-05-10 21:00:00-03:00,453.99,459.65,448.2,456.09,3674.9963,0.0
205,2014-05-11 21:00:00-03:00,456.11,458.4,430.0,437.97,10720.635,0.0
206,2014-05-12 21:00:00-03:00,437.45,442.0,431.8,440.0,3450.8477,0.0
207,2014-05-13 21:00:00-03:00,440.0,440.9,434.01,438.81,2044.092,0.0
208,2014-05-14 21:00:00-03:00,438.81,448.0,438.47,445.0,3104.611,0.0
209,2014-05-15 21:00:00-03:00,444.03,451.4,444.0,447.58,1648.498,0.0
210,2014-05-16 21:00:00-03:00,447.58,453.0,443.4,448.6,1707.2167,0.0
211,2014-05-17 21:00:00-03:00,448.6,450.0,446.83,449.03,907.00586,0.0
212,2014-05-18 21:00:00-03:00,449.04,449.11,445.5,447.4,773.0237,0.0
213,2014-05-19 21:00:00-03:00,447.6,448.5,444.1,447.0,1423.9288,0.0
214,2014-05-20 21:00:00-03:00,446.89,498.68,446.0,491.35,21176.512,0.0
215,2014-05-21 21:00:00-03:00,490.62,501.0,489.5,494.99,7206.2627,0.0
216,2014-05-22 21:00:00-03:00,495.0,530.0,492.25,528.85,17215.75,0.0
217,2014-05-23 21:00:00-03:00,528.85,544.78,521.11,523.57,16725.893,0.0
218,2014-05-24 21:00:00-03:00,523.61,529.75,514.25,528.0,4544.3047,0.0
219,2014-05-25 21:00:00-03:00,528.92,586.0,528.92,573.99,32267.797,0.0
220,2014-05-26 21:00:00-03:00,574.55,593.3,566.21,586.0,16378.651,0.0
221,2014-05-27 21:00:00-03:00,586.69,597.3,551.0,576.08,18029.68,0.0
222,2014-05-28 21:00:00-03:00,573.6,583.5,565.0,578.77,7636.657,0.0
223,2014-05-29 21:00:00-03:00,580.0,583.0,563.0,569.5,7828.1587,0.0
224,2014-05-30 21:00:00-03:00,569.85,630.0,569.85,621.0,23195.08,0.0
225,2014-05-31 21:00:00-03:00,620.9,629.0,610.02,626.21,7149.498,0.0
226,2014-06-01 21:00:00-03:00,627.01,680.0,618.01,626.42,34401.31,0.0
227,2014-06-02 21:00:00-03:00,631.97,679.8,615.0,667.11,21044.809,0.0
228,2014-06-03 21:00:00-03:00,667.78,685.0,652.16,674.0,19813.482,0.0
229,2014-06-04 21:00:00-03:00,670.84,672.97,620.0,642.0,27560.752,0.0
230,2014-06-05 21:00:00-03:00,642.0,672.0,641.0,660.9,9921.588,0.0
231,2014-06-06 21:00:00-03:00,660.99,664.94,646.8,649.39,5622.6455,0.0
232,2014-06-07 21:00:00-03:00,649.35,659.4,637.01,657.21,6596.498,0.0
233,2014-06-08 21:00:00-03:00,657.21,664.5,652.5,658.7,3644.1829,0.0
234,2014-06-09 21:00:00-03:00,658.7,661.99,639.06,650.3,6794.572,0.0
235,2014-06-10 21:00:00-03:00,650.3,672.0,646.0,657.0,6898.77,0.0
236,2014-06-11 21:00:00-03:00,657.0,666.5,635.11,637.6,11459.661,0.0
237,2014-06-12 21:00:00-03:00,637.6,647.0,575.2,597.99,28947.719,0.0
238,2014-06-13 21:00:00-03:00,596.43,620.97,592.11,605.0,15003.728,0.0
239,2014-06-14 21:00:00-03:00,605.2,606.98,522.15,570.27,25862.203,0.0
240,2014-06-15 21:00:00-03:00,570.26,595.1,540.0,593.89,14771.519,0.0
241,2014-06-16 21:00:00-03:00,593.61,612.0,582.1,591.1,13617.428,0.0
242,2014-06-17 21:00:00-03:00,592.35,619.0,591.1,613.4,8784.016,0.0
243,2014-06-18 21:00:00-03:00,613.4,619.6,601.5,608.1,6071.103,0.0
244,2014-06-19 21:00:00-03:00,608.6,611.99,592.9,597.3,5343.7046,0.0
245,2014-06-20 21:00:00-03:00,596.06,598.28,582.37,592.0,8688.544,0.0
246,2014-06-21 21:00:00-03:00,592.0,599.91,583.5,595.5,4122.1562,0.0
247,2014-06-22 21:00:00-03:00,596.9,615.0,595.5,603.4,4720.2754,0.0
248,2014-06-23 21:00:00-03:00,603.39,604.19,580.11,591.57,5269.379,0.0
249,2014-06-24 21:00:00-03:00,591.02,597.79,580.0,580.56,5497.2285,0.0
250,2014-06-25 21:00:00-03:00,580.65,584.99,560.53,566.75,9323.344,0.0
251,2014-06-26 21:00:00-03:00,566.75,584.0,562.9,581.98,6271.3228,0.0
252,2014-06-27 21:00:00-03:00,581.99,604.9,575.03,604.0,7343.101,0.0
253,2014-06-28 21:00:00-03:00,604.0,607.21,593.89,596.1,5725.695,0.0
254,2014-06-29 21:00:00-03:00,596.1,607.0,593.37,601.95,3131.471,0.0
255,2014-06-30 21:00:00-03:00,601.95,647.99,598.4,640.79,21938.307,0.0
256,2014-07-01 21:00:00-03:00,642.26,665.0,636.1,641.34,19408.492,0.0
257,2014-07-02 21:00:00-03:00,641.35,662.0,640.14,654.61,8406.5205,0.0
258,2014-07-03 21:00:00-03:00,653.5,654.0,636.24,644.0,5822.227,0.0
259,2014-07-04 21:00:00-03:00,644.0,648.66,629.3,632.11,6661.578,0.0
260,2014-07-05 21:00:00-03:00,632.58,638.4,627.7,631.88,3071.4165,0.0
261,2014-07-06 21:00:00-03:00,631.59,644.69,630.38,637.38,3423.9973,0.0
262,2014-07-07 21:00:00-03:00,637.76,639.76,616.73,621.45,5581.7236,0.0
263,2014-07-08 21:00:00-03:00,620.31,629.85,617.51,625.36,2633.5232,0.0
264,2014-07-09 21:00:00-03:00,625.11,632.99,620.13,624.47,3451.833,0.0
265,2014-07-10 21:00:00-03:00,623.24,626.55,608.43,615.84,5265.7246,0.0
266,2014-07-11 21:00:00-03:00,615.84,636.4,615.84,636.0,4243.507,0.0
267,2014-07-12 21:00:00-03:00,636.2,642.79,630.0,636.31,3924.6384,0.0
268,2014-07-13 21:00:00-03:00,636.7,638.21,626.36,629.49,2662.9011,0.0
269,2014-07-14 21:00:00-03:00,629.6,630.25,616.8,619.17,4206.7275,0.0
270,2014-07-15 21:00:00-03:00,619.15,627.99,618.57,620.8,3856.47,0.0
271,2014-07-16 21:00:00-03:00,620.11,622.5,611.21,616.48,3489.2817,0.0
272,2014-07-17 21:00:00-03:00,616.48,627.5,613.0,622.51,2888.603,0.0
273,2014-07-18 21:00:00-03:00,622.52,633.6,616.96,630.8,5082.3057,0.0
274,2014-07-19 21:00:00-03:00,630.8,632.1,625.6,629.3,1205.7302,0.0
275,2014-07-20 21:00:00-03:00,626.77,628.23,620.36,624.0,1267.4651,0.0
276,2014-07-21 21:00:00-03:00,624.0,624.95,616.8,620.01,2269.2607,0.0
277,2014-07-22 21:00:00-03:00,620.0,623.17,617.5,618.54,1715.1683,0.0
278,2014-07-23 21:00:00-03:00,618.56,620.9,616.21,619.0,1218.9767,0.0
279,2014-07-24 21:00:00-03:00,619.0,619.99,591.4,603.98,9491.087,0.0
280,2014-07-25 21:00:00-03:00,602.43,608.0,592.5,600.47,3966.597,0.0
281,2014-07-26 21:00:00-03:00,600.6,600.6,589.0,593.82,4782.6816,0.0
282,2014-07-27 21:00:00-03:00,593.9,599.78,590.1,591.55,3012.1602,0.0
283,2014-07-28 21:00:00-03:00,591.5,592.0,572.0,583.5,11443.655,0.0
284,2014-07-29 21:00:00-03:00,584.86,590.0,577.11,583.0,4189.3706,0.0
285,2014-07-30 21:00:00-03:00,583.04,583.98,561.55,565.99,7353.073,0.0
286,2014-07-31 21:00:00-03:00,566.0,590.0,561.47,580.0,12006.007,0.0
287,2014-08-01 21:00:00-03:00,579.49,605.72,579.1,594.6,9475.726,0.0
288,2014-08-02 21:00:00-03:00,594.6,596.6,585.0,587.6,2552.2285,0.0
289,2014-08-03 21:00:00-03:00,587.61,589.0,578.13,585.71,2765.6306,0.0
290,2014-08-04 21:00:00-03:00,587.0,595.0,581.22,586.6,2981.3381,0.0
291,2014-08-05 21:00:00-03:00,587.21,588.77,579.0,582.94,3861.8086,0.0
292,2014-08-06 21:00:00-03:00,582.94,586.3,574.01,581.36,4059.2212,0.0
293,2014-08-07 21:00:00-03:00,582.87,592.7,576.5,586.8,5960.4053,0.0
294,2014-08-08 21:00:00-03:00,586.82,598.88,586.81,590.6,3293.1738,0.0
295,2014-08-09 21:00:00-03:00,590.61,591.0,584.19,589.98,1530.3475,0.0
296,2014-08-10 21:00:00-03:00,588.61,594.49,583.31,588.61,1871.484,0.0
297,2014-08-11 21:00:00-03:00,587.97,588.7,567.02,572.51,7910.166,0.0
298,2014-08-12 21:00:00-03:00,573.32,578.8,562.51,569.54,7128.994,0.0
299,2014-08-13 21:00:00-03:00,569.52,571.4,525.0,547.3,18291.775,0.0
300,2014-08-14 21:00:00-03:00,546.25,546.5,451.0,510.98,41053.727,0.0
301,2014-08-15 21:00:00-03:00,509.99,519.5,478.0,496.39,21465.225,0.0
302,2014-08-16 21:00:00-03:00,496.39,523.11,484.5,519.01,16083.166,0.0
303,2014-08-17 21:00:00-03:00,519.54,522.43,484.82,497.4,14636.979,0.0
304,2014-08-18 21:00:00-03:00,497.57,512.3,443.0,467.04,40767.305,0.0
305,2014-08-19 21:00:00-03:00,467.95,492.61,462.9,487.0,24978.635,0.0
306,2014-08-20 21:00:00-03:00,487.24,521.89,464.0,511.0,30184.617,0.0
307,2014-08-21 21:00:00-03:00,510.61,534.89,510.6,517.47,18019.55,0.0
308,2014-08-22 21:00:00-03:00,518.24,525.0,503.7,514.13,11590.703,0.0
309,2014-08-23 21:00:00-03:00,514.42,515.58,491.52,499.5,10062.03,0.0
310,2014-08-24 21:00:00-03:00,498.85,517.7,495.71,510.82,5627.409,0.0
311,2014-08-25 21:00:00-03:00,511.41,511.41,497.55,501.76,7322.071,0.0
